time,voltage
0.05481239967048168,0.8369267
0.1097325999289751,0.836575
0.16459339950233698,0.8370677
0.2191095994785428,0.8370638
0.2741545997560024,0.8367344
0.32890289928764105,0.8367414
0.38378729950636625,0.836605
0.4386013997718692,0.8363314
0.4940570993348956,0.8366282
0.5489062992855906,0.8369791
0.603672499768436,0.8372882
0.6587439998984337,0.837124
0.713905799202621,0.8370471
0.7687009992077947,0.8365675
0.8233183994889259,0.8362768
0.8780821999534965,0.8368882
0.9326945999637246,0.8362761
0.9875781992450356,0.8366205
1.0420717997476459,0.8368657
1.0966539001092315,0.8370239
1.1512193996459246,0.8369857
1.2076046001166105,0.8369511
1.262882899492979,0.8368517
1.3175077997148037,0.8370895
1.3725821999832988,0.8370431
1.4275886993855238,0.8365145
1.4824842000380158,0.837015
1.5370445000007749,0.8367269
1.5917712999507785,0.836718
1.646556899882853,0.8367794
1.701074399985373,0.8366523
1.7560832994058728,0.8368312
1.8109865998849273,0.8366752
1.8659208994358778,0.8358946
1.920920199714601,0.8364246
1.975568499416113,0.8363004
2.0303285997360945,0.8363212
2.085399099625647,0.8366278
2.1407025000080466,0.8363709
2.1954207997769117,0.8367125
2.250137699767947,0.8363029
2.30485409963876,0.8360729
2.359663899987936,0.8360863
2.414992599748075,0.836223
2.469847099855542,0.836088
2.52462499961257,0.8360355
2.579666499979794,0.8358762
2.6345770992338657,0.8357197
2.689275499433279,0.8359152
2.7441265992820263,0.8359678
2.799346899613738,0.836095
2.8543409993872046,0.8361018
2.909117399714887,0.8363777
2.964156299829483,0.8364123
3.0187914995476604,0.836172
3.0733237992972136,0.8361474
3.128157800063491,0.8362212
3.1828269995748997,0.8362462
3.2376031996682286,0.8356462
3.2921775998547673,0.8361668
3.3471524994820356,0.8362008
3.402474799193442,0.8356445
3.4570316998288035,0.8358614
3.512166199274361,0.8358805
3.566662799566984,0.8362187
3.621262399479747,0.8365476
3.6761409994214773,0.8363467
3.7313668997958302,0.8363758
3.786622199229896,0.8359256
3.8417605999857187,0.8361583
3.8965396992862225,0.8360876
3.9510896001011133,0.8361984
4.005737899802625,0.8360475
4.060357899405062,0.8360308
4.115219499915838,0.8361458
4.170016599819064,0.8362646
4.224823199212551,0.8360302
4.279558799229562,0.8365394
4.334471599198878,0.8361813
4.389558099210262,0.8361351
4.4444591999053955,0.8363748
4.499224899336696,0.8365017
4.554072099737823,0.8363316
4.608951199799776,0.8362497
4.663593499921262,0.8362598
4.718189499340951,0.8364375
4.773126699961722,0.8363804
4.828257399611175,0.8363184
4.883221999742091,0.8364125
4.93791770003736,0.8366641
4.992496700026095,0.8363504
5.047241599299014,0.8366443
5.101924600079656,0.8362044
5.156632799655199,0.8364784
5.211433699354529,0.8367389
5.2660118993371725,0.8369137
5.320971800014377,0.836729
5.37582609988749,0.8365801
5.430633699521422,0.8367993
5.48506770003587,0.836781
5.540120800025761,0.8364292
5.594920199364424,0.8366293
5.64988199993968,0.8366502
5.704661099240184,0.8370644
5.759713399223983,0.8368564
5.814940899610519,0.8364189
5.87004330009222,0.8367372
5.9249666994437575,0.8367084
5.979968999512494,0.8371738
6.0349142998456955,0.8375179
6.0896821999922395,0.8373189
6.144382999278605,0.8381565
6.199274499900639,0.8380443
6.254142299294472,0.8381705
6.3090268997475505,0.8379178
6.363686599768698,0.8378145
6.41852009948343,0.8373717
6.472997499629855,0.8374618
6.528000699356198,0.8372017
6.582905099727213,0.8377436
6.637713699601591,0.8378017
6.6925382995978,0.8380816
6.747572999447584,0.8377514
6.8027179995551705,0.8374098
6.857805199921131,0.8372242
6.9126867996528745,0.8371035
6.967266200110316,0.8374923
7.021925299428403,0.8372989
7.076321799308062,0.8372217
7.1314542992040515,0.8372524
7.186418999917805,0.8374223
7.24129349924624,0.8373105
7.295814999379218,0.8374407
7.350843799300492,0.8375319
7.40606479998678,0.837687
7.460992499254644,0.8378744
7.5157145000994205,0.8378032
7.570536999963224,0.8375068
7.625305299647152,0.8377201
7.680015899240971,0.8370873
7.734870599582791,0.8369038
7.78969269990921,0.8368618
7.844540999270976,0.8370383
7.8992530992254615,0.8373729
7.954032099805772,0.837119
8.008877499960363,0.8366596
8.063739999197423,0.8371488
8.118640000000596,0.8374131
8.173391299322248,0.8374428
8.228467700071633,0.8372239
8.28323149960488,0.8371766
8.338287099264562,0.8382353
8.39310219977051,0.8376153
8.44805649947375,0.8371859
8.502715199254453,0.8370847
8.557259699329734,0.8370744
8.611822200007737,0.8372648
8.666767899878323,0.8373693
8.721655000001192,0.8372663
8.776302999816835,0.8373291
8.831236399710178,0.8372999
8.885916499421,0.8371521
8.940560599789023,0.8367826
8.995255899615586,0.8365723
9.050252499990165,0.8367928
9.10510559938848,0.8362415
9.159936599433422,0.8363915
9.214745999313891,0.8371511
9.269758699461818,0.8371909
9.324471999891102,0.8375297
9.379161999560893,0.8370284
9.434242599643767,0.8367059
9.489076499827206,0.8370527
9.543852099217474,0.8371662
9.59861629921943,0.8371726
9.653284300118685,0.8368617
9.708154099993408,0.8364805
9.76314239948988,0.8365128
9.81782229989767,0.8365324
9.873063099570572,0.8368746
9.928023899905384,0.8368209
9.983018700033426,0.8368776
10.037490599788725,0.8367311
10.092301099561155,0.837002
10.146817700006068,0.8368971
10.201604999601841,0.8367321
10.256178099662066,0.8369237
10.311268999241292,0.8365938
10.365893399342895,0.836081
10.420784099958837,0.8366985
10.475211899727583,0.8365671
10.529994499869645,0.836546
10.584517499431968,0.8366528
10.639158099889755,0.8361447
10.693998899310827,0.8365559
10.748654199764132,0.8366083
10.803684799931943,0.8366002
10.858816700056195,0.8368528
10.914132299833,0.8368109
10.968958099372685,0.8369156
11.024152499623597,0.8370353
11.078657899983227,0.8370551
11.133204399608076,0.8371097
11.188063699752092,0.836885
11.242825400084257,0.8371455
11.297538499347866,0.836553
11.352346699684858,0.8364426
11.407422599382699,0.8367597
11.462145099416375,0.8363974
11.517064299434423,0.8362417
11.571721299551427,0.8366451
11.626348399557173,0.8371441
11.680880999192595,0.836941
11.735328999347985,0.8367601
11.790095599368215,0.836957
11.845296599902213,0.8366317
11.900392099283636,0.8365831
11.955233099870384,0.8369283
12.00994969997555,0.836679
12.064588999375701,0.8365109
12.119401100091636,0.8365481
12.174223899841309,0.8367115
12.228970899246633,0.8363765
12.28387330006808,0.8364756
12.338765999302268,0.8366116
12.393722099252045,0.8364063
12.448628399521112,0.8361453
12.503555499948561,0.8361764
12.558506399393082,0.8364033
12.613255899399519,0.8359742
12.668150999583304,0.8362198
12.722661099396646,0.8361032
12.777592999860644,0.8366403
12.832479499280453,0.8369014
12.88745529949665,0.8371775
12.942198799923062,0.8372884
12.996996799483895,0.836853
13.05148489959538,0.8367535
13.106241799890995,0.8364561
13.160968800075352,0.8365847
13.215627799741924,0.8366295
13.270542100071907,0.8365886
13.325541299767792,0.8367381
13.380542899481952,0.8366986
13.435398399829865,0.8367231
13.490149299614131,0.8363827
13.544876799918711,0.8367088
13.599947500042617,0.8365625
13.654883399605751,0.8366758
13.709609599784017,0.8366714
13.764503499493003,0.8364266
13.819561699405313,0.8363569
13.874688199721277,0.8363391
13.929829499684274,0.8364813
13.984974700026214,0.8363891
14.040153499692678,0.8364933
14.095138299278915,0.836136
14.14962359983474,0.8363494
14.204431199468672,0.8365567
14.259660399518907,0.8365737
14.314647499471903,0.8365752
14.369497999548912,0.8366317
14.42422810010612,0.8366054
14.479406300000846,0.836262
14.534099799580872,0.836145
14.589071699418128,0.836327
14.64407269936055,0.8364173
14.699294500052929,0.836337
14.75469209998846,0.8371194
14.809688999317586,0.8370662
14.86465059965849,0.837148
14.919601500034332,0.8374479
14.974541699513793,0.8377743
15.02937059942633,0.8383028
15.084107299335301,0.8380569
15.13911599945277,0.8378125
15.193840699270368,0.8379062
15.248796499334276,0.8380038
15.30382249969989,0.8382785
15.358896999619901,0.8381903
15.413664299994707,0.8382159
15.468550600111485,0.8379771
15.523222399875522,0.837576
15.577892099507153,0.8378317
15.632437199354172,0.8373466
15.687477899715304,0.8372948
15.7423613993451,0.8375535
15.797480099834502,0.8372639
15.852092399261892,0.8372294
15.907438199967146,0.8372049
15.96263450011611,0.8371337
16.017955099232495,0.8378355
16.072600999847054,0.8379233
16.12750279996544,0.8377914
16.18219369929284,0.8373839
16.23712969943881,0.8374455
16.29173900000751,0.837247
16.34652529936284,0.8374865
16.401661599986255,0.8372398
16.4566455995664,0.8369157
16.511442800052464,0.8365857
16.566258300095797,0.8368268
16.620918300002813,0.8364069
16.675945099443197,0.8368653
16.73069559969008,0.8365977
16.78567889984697,0.8374761
16.840593500062823,0.8372862
16.89584059920162,0.8368357
16.950751499272883,0.83691
17.00553740002215,0.8367625
17.060373599641025,0.8370977
17.11519329994917,0.8367325
17.17018730007112,0.8374881
17.2250982997939,0.8380907
17.280003499239683,0.838385
17.334891200065613,0.8383445
