Time,Temperature(°C)
0.007462699897587299,23.2855
0.11231539957225323,23.2853
0.21728819981217384,23.2844
0.30748509988188744,23.2828
0.41251369938254356,23.2844
0.5171868000179529,23.284
0.6074753999710083,23.2834
0.7123584002256393,23.2841
0.8174156993627548,23.2838
0.9074593996629119,23.2836
1.0123503999784589,23.2855
1.1173006994649768,23.2857
1.2222099993377924,23.2851
1.3121841000393033,23.2847
1.4172371998429298,23.284
1.5222082994878292,23.2849
1.612518299371004,23.286
1.7172144996002316,23.2859
1.822326399385929,23.2825
1.9123018002137542,23.2838
2.0172859001904726,23.284
2.1222708001732826,23.2841
2.2124148001894355,23.2859
2.3171975994482636,23.2838
2.422727399505675,23.2832
2.5122969998046756,23.2832
2.6171330995857716,23.2853
2.722289599478245,23.2864
2.827429899945855,23.2849
2.917386299930513,23.2849
3.022309400141239,23.2844
3.1271380996331573,23.2844
3.217267499305308,23.2864
3.3222405994310975,23.286
3.427275599911809,23.2844
3.5172619000077248,23.2836
3.622244299389422,23.2838
3.7272568000480533,23.2841
3.817255299538374,23.2844
3.9223159002140164,23.2855
4.0272209998220205,23.284
4.117312300018966,23.2841
4.2223399002105,23.2851
4.327348199672997,23.2838
4.432318399660289,23.2836
4.522339299321175,23.2834
4.627092899754643,23.2838
4.732037600129843,23.284
4.822167799808085,23.2828
4.927322999574244,23.2838
5.032312399707735,23.2855
5.122310400009155,23.2866
5.2272458001971245,23.287
5.332150999456644,23.2859
5.437315300107002,23.2836
5.527071599848568,23.2844
5.632160599343479,23.2841
5.73728789947927,23.2836
5.827315699309111,23.2855
5.932059499435127,23.2845
6.036988600157201,23.2853
6.127058300189674,23.2859
6.2322825994342566,23.2849
6.337137299589813,23.283
6.4271105993539095,23.283
6.532251299358904,23.2864
6.636981999501586,23.2885
6.727122199721634,23.2868
6.83213309943676,23.2855
6.937239400111139,23.2849
7.042109299451113,23.2859
7.132101399824023,23.2847
7.23722879961133,23.2847
7.342224800027907,23.2855
7.4322139993309975,23.2841
7.537206099368632,23.2866
7.6419882997870445,23.2879
7.732207899913192,23.2864
7.837165899574757,23.2845
7.942114699631929,23.2834
8.032006399706006,23.2855
8.136973599903286,23.2841
8.242078599520028,23.283
8.347215400077403,23.2855
8.437090800143778,23.2844
8.54196530021727,23.2834
8.647132399491966,23.2849
8.737077100202441,23.2844
8.842203699983656,23.2857
8.947112100198865,23.2853
9.03717780020088,23.2826
9.14205089956522,23.2845
9.24712899979204,23.2875
9.3371163001284,23.2855
9.442123499698937,23.2844
9.547163999639452,23.2836
9.652021899819374,23.2821
9.742099000141025,23.2821
9.847129799425602,23.2845
9.952134099788964,23.2864
10.042097199708223,23.2849
10.147047199308872,23.2847
10.25207949988544,23.2845
10.342074799351394,23.2832
10.447184399701655,23.284
