pos_index,position,sample_index,voltage
0,1.99980162968841,0,0.8491831
0,1.99980162968841,1,0.8499035
0,1.99980162968841,2,0.8499126
0,1.99980162968841,3,0.8498735
0,1.99980162968841,4,0.849644
0,1.99980162968841,5,0.8494484
0,1.99980162968841,6,0.8496567
0,1.99980162968841,7,0.8496526
0,1.99980162968841,8,0.849674
0,1.99980162968841,9,0.8496542
0,1.99980162968841,10,0.8497232
0,1.99980162968841,11,0.8494989
0,1.99980162968841,12,0.8493865
0,1.99980162968841,13,0.8494511
0,1.99980162968841,14,0.8495647
0,1.99980162968841,15,0.8495573
1,2.00460829493088,0,0.8498161
1,2.00460829493088,1,0.8496964
1,2.00460829493088,2,0.8500075
1,2.00460829493088,3,0.8500753
1,2.00460829493088,4,0.850099
1,2.00460829493088,5,0.8498781
1,2.00460829493088,6,0.8500282
1,2.00460829493088,7,0.8502347
1,2.00460829493088,8,0.8502179
1,2.00460829493088,9,0.850029
1,2.00460829493088,10,0.8497143
1,2.00460829493088,11,0.8496558
1,2.00460829493088,12,0.849817
1,2.00460829493088,13,0.8498673
1,2.00460829493088,14,0.8500326
1,2.00460829493088,15,0.8498045
2,2.00918607135228,0,0.849759
2,2.00918607135228,1,0.8496111
2,2.00918607135228,2,0.8495921
2,2.00918607135228,3,0.8497189
2,2.00918607135228,4,0.849924
2,2.00918607135228,5,0.8499916
2,2.00918607135228,6,0.8498179
2,2.00918607135228,7,0.8496109
2,2.00918607135228,8,0.8495834
2,2.00918607135228,9,0.8499982
2,2.00918607135228,10,0.8495954
2,2.00918607135228,11,0.8492952
2,2.00918607135228,12,0.8496322
2,2.00918607135228,13,0.8495916
2,2.00918607135228,14,0.8499197
2,2.00918607135228,15,0.8498885
3,2.01399273659474,0,0.8496721
3,2.01399273659474,1,0.8499242
3,2.01399273659474,2,0.8499461
3,2.01399273659474,3,0.8499584
3,2.01399273659474,4,0.8498814
3,2.01399273659474,5,0.8498384
3,2.01399273659474,6,0.8502395
3,2.01399273659474,7,0.8501586
3,2.01399273659474,8,0.8498812
3,2.01399273659474,9,0.8499232
3,2.01399273659474,10,0.849594
3,2.01399273659474,11,0.8497309
3,2.01399273659474,12,0.849739
3,2.01399273659474,13,0.8499454
3,2.01399273659474,14,0.8500859
3,2.01399273659474,15,0.8500522
4,2.01857051301614,0,0.8500314
4,2.01857051301614,1,0.8495727
4,2.01857051301614,2,0.849811
4,2.01857051301614,3,0.8496572
4,2.01857051301614,4,0.8494764
4,2.01857051301614,5,0.849594
4,2.01857051301614,6,0.8494491
4,2.01857051301614,7,0.8495394
4,2.01857051301614,8,0.8497233
4,2.01857051301614,9,0.8496275
4,2.01857051301614,10,0.8498218
4,2.01857051301614,11,0.8499192
4,2.01857051301614,12,0.8498274
4,2.01857051301614,13,0.850032
4,2.01857051301614,14,0.8494856
4,2.01857051301614,15,0.8496197
5,2.02291940061647,0,0.8494589
5,2.02291940061647,1,0.8495631
5,2.02291940061647,2,0.8498124
5,2.02291940061647,3,0.8498762
5,2.02291940061647,4,0.8496936
5,2.02291940061647,5,0.8495073
5,2.02291940061647,6,0.8495988
5,2.02291940061647,7,0.8494348
5,2.02291940061647,8,0.8496416
5,2.02291940061647,9,0.8498577
5,2.02291940061647,10,0.8498676
5,2.02291940061647,11,0.8497396
5,2.02291940061647,12,0.8497686
5,2.02291940061647,13,0.8496988
5,2.02291940061647,14,0.849672
5,2.02291940061647,15,0.8495299
6,2.02749717703787,0,0.8493927
6,2.02749717703787,1,0.8494439
6,2.02749717703787,2,0.8495077
6,2.02749717703787,3,0.8497871
6,2.02749717703787,4,0.8496596
6,2.02749717703787,5,0.8497894
6,2.02749717703787,6,0.8499547
6,2.02749717703787,7,0.8497257
6,2.02749717703787,8,0.8496839
6,2.02749717703787,9,0.8499268
6,2.02749717703787,10,0.8500755
6,2.02749717703787,11,0.8499197
6,2.02749717703787,12,0.8497568
6,2.02749717703787,13,0.8498709
6,2.02749717703787,14,0.8497552
6,2.02749717703787,15,0.8498828
7,2.03207495345927,0,0.8495162
7,2.03207495345927,1,0.8496484
7,2.03207495345927,2,0.8493839
7,2.03207495345927,3,0.8494309
7,2.03207495345927,4,0.8496381
7,2.03207495345927,5,0.8497497
7,2.03207495345927,6,0.8497443
7,2.03207495345927,7,0.8499581
7,2.03207495345927,8,0.8497632
7,2.03207495345927,9,0.8498436
7,2.03207495345927,10,0.8496933
7,2.03207495345927,11,0.849649
7,2.03207495345927,12,0.8497582
7,2.03207495345927,13,0.8499316
7,2.03207495345927,14,0.8498256
7,2.03207495345927,15,0.8497321
8,2.03665272988067,0,0.8499732
8,2.03665272988067,1,0.8497425
8,2.03665272988067,2,0.8497275
8,2.03665272988067,3,0.8497685
8,2.03665272988067,4,0.849619
8,2.03665272988067,5,0.850127
