time,voltage
0.054949100129306316,-2.540422e-06
0.11025699973106384,1.953931e-05
0.16543029993772507,-5.33174e-07
0.2205052999779582,-7.558491e-06
0.2752500995993614,1.753187e-05
0.33010079991072416,-1.536799e-06
0.3851960999891162,-5.55123e-06
0.4402361996471882,3.481409e-06
0.4951719995588064,7.49575e-06
0.5499267000705004,-1.458382e-05
0.6046816995367408,4.484986e-06
0.6599325994029641,1.452114e-05
0.7146918997168541,5.488659e-06
0.7696911999955773,-7.558465e-06
0.8249471001327038,2.47772e-06
0.8800920993089676,-6.554847e-06
0.9348463993519545,9.503203e-06
0.9897381998598576,-5.331913e-07
1.0445513995364308,8.499666e-06
1.0996065000072122,-6.554851e-06
1.1544813001528382,-5.332431e-07
1.209549999795854,1.251392e-05
1.2646119995042682,2.4777e-06
1.319500899873674,-5.55124e-06
1.3743448993191123,1.853587e-05
1.4292282992973924,8.499592e-06
1.4840032998472452,-1.458383e-05
1.5389473997056484,2.4777e-06
1.5941073996946216,2.477666e-06
1.649342400021851,-1.458382e-05
1.7045545997098088,-3.544013e-06
1.759855699725449,2.054272e-05
1.8148301001638174,-8.562125e-06
1.8696405999362469,-7.558487e-06
1.9247953994199634,8.499637e-06
1.9799636993557215,-1.458381e-05
2.0348712000995874,-1.35802e-05
2.0895360000431538,1.351764e-05
2.1447446001693606,6.492201e-06
2.1996650993824005,-3.543909e-06
2.2548351995646954,-5.551255e-06
2.3099157996475697,1.452116e-05
2.3645533993840218,-7.558484e-06
2.4196616001427174,-1.056935e-05
2.474529800005257,1.251401e-05
2.529176499694586,3.481455e-06
2.58416960015893,-5.551225e-06
2.6395187992602587,-2.540315e-06
2.6947165997698903,3.481295e-06
2.7498688995838165,-1.558746e-05
2.8048346992582083,3.48142e-06
2.8598989993333817,1.552492e-05
2.9148925999179482,-9.565713e-06
2.969736199826002,3.481375e-06
3.0250225998461246,1.753215e-05
3.080184799619019,-5.330621e-07
3.1351252999156713,2.477764e-06
3.1901027001440525,-2.540422e-06
3.245341199450195,-2.540415e-06
3.3007076997309923,-1.35802e-05
3.355891900137067,6.492337e-06
3.4108513994142413,7.49585e-06
3.465757600031793,4.4849e-06
3.5208227997645736,-5.551245e-06
3.575795399956405,1.151028e-05
3.630527699366212,-5.331303e-07
3.685539700090885,4.704716e-07
3.74092959985137,8.499532e-06
3.796101499348879,3.481295e-06
3.851409999653697,2.477732e-06
3.906679599545896,4.484838e-06
3.9616963993757963,2.477645e-06
4.0163551000878215,-1.257658e-05
4.071172099560499,7.495935e-06
4.126196399331093,1.452124e-05
4.181205299682915,3.481409e-06
4.2359082996845245,-5.551265e-06
4.2916358998045325,1.151049e-05
4.346585899591446,4.485046e-06
4.40119109954685,-1.157296e-05
4.456113299354911,-6.554864e-06
4.511457500047982,5.488826e-06
4.566874600015581,2.477861e-06
4.62198940012604,-8.562105e-06
4.676981600001454,1.15103e-05
4.731959099881351,-1.157296e-05
4.787115999497473,8.499395e-06
4.842286699451506,1.753226e-05
4.897332299500704,-2.540358e-06
4.952486199326813,-1.056935e-05
5.007564399391413,1.251403e-05
5.062727799639106,6.492133e-06
5.117592299357057,-1.056934e-05
5.172507199458778,9.502997e-06
5.227463699877262,4.704807e-07
5.282342899590731,-1.358021e-05
5.337162199430168,8.499412e-06
5.392334099858999,1.853562e-05
5.447296899743378,4.484913e-06
5.502395899966359,-3.543986e-06
5.557445799931884,5.488529e-06
