Time,Temperature(°C)
0.020169100258499384,20.3532
0.06511409999802709,20.3555
0.11008570017293096,20.3555
0.1401995001360774,20.3547
0.185039599891752,20.3547
0.23010919988155365,20.3547
0.2600970002822578,20.3524
0.30504730017855763,20.3524
0.3501796000637114,20.354
0.3801412000320852,20.354
0.4250298999249935,20.354
0.4700923999771476,20.354
0.5001091002486646,20.354
0.5450933999381959,20.3547
0.5901585998944938,20.3547
0.6351403999142349,20.3547
0.6650878000073135,20.3555
0.710090400185436,20.3555
0.7550592999905348,20.357
0.7850548001006246,20.357
0.8300731000490487,20.357
0.8750614998862147,20.3555
0.9051601001992822,20.3555
0.950286699924618,20.3532
0.9950489001348615,20.3532
1.0251413001678884,20.3532
1.070164100266993,20.354
1.1150404000654817,20.354
1.1602084999904037,20.354
1.190122100058943,20.354
1.235109600238502,20.354
1.2800667001865804,20.354
1.3100368999876082,20.354
1.3550177998840809,20.3593
1.4000392998568714,20.3593
1.4300676002167165,20.3593
1.47518640011549,20.3577
1.520144000183791,20.3577
1.550113799981773,20.354
1.5950112999416888,20.354
1.6400305000133812,20.354
1.6700490000657737,20.3555
1.7149852002039552,20.3555
1.7600377001799643,20.357
1.8049945002421737,20.357
1.8350090999156237,20.357
1.8800065000541508,20.3577
1.924988599959761,20.3577
1.954980700276792,20.3547
2.0000110999681056,20.3547
2.045149900019169,20.3547
2.074984200298786,20.3532
2.120043700095266,20.3532
2.165009700227529,20.3532
2.195000800304115,20.3532
2.240085100289434,20.3532
2.284956300165504,20.3547
2.3149592000991106,20.3547
2.3600139999762177,20.3562
2.4050361001864076,20.3562
2.4500063001178205,20.3562
2.4799653999507427,20.3562
2.525022500194609,20.3562
2.570023899897933,20.3555
2.6000626999884844,20.3555
2.6449874001555145,20.3555
2.6900960002094507,20.3532
2.7200965001247823,20.3532
2.764975900296122,20.3517
2.809961600229144,20.3517
2.8549934001639485,20.3517
2.8849170999601483,20.3517
2.9299445999786258,20.3517
2.9749584002420306,20.3547
3.0049526998773217,20.3547
3.049963600002229,20.3547
3.0949320001527667,20.3555
3.1250360002741218,20.3555
3.1699737003073096,20.354
3.2149061001837254,20.354
3.2449181000702083,20.354
3.2899703001603484,20.354
3.3349136002361774,20.354
3.3650385001674294,20.354
3.4099818002432585,20.3562
3.454928900115192,20.3562
3.499944200273603,20.3577
3.5299090002663434,20.3577
3.574908100068569,20.354
3.6199277001433074,20.354
3.649898299947381,20.354
3.694912699982524,20.354
3.739984199870378,20.354
3.7700581001117826,20.3555
3.8148874999023974,20.3555
3.8599560000002384,20.3555
3.889909100253135,20.3555
3.9348539002239704,20.3555
3.979915800038725,20.3555
4.009925100021064,20.3555
4.054937500040978,20.3555
4.099932900164276,20.3547
4.144953700248152,20.3547
4.1748558999970555,20.3532
4.219921899959445,20.3532
4.264860900118947,20.3532
4.294861000031233,20.3532
4.33988570002839,20.3532
4.3849689001217484,20.357
4.414866900071502,20.357
4.459904300048947,20.357
4.504909799899906,20.3577
4.534831600263715,20.3577
4.580019100103527,20.354
4.624840599950403,20.354
4.654837800189853,20.354
4.699843800161034,20.3524
4.744873000308871,20.3524
4.7898610001429915,20.3532
4.8199224001728,20.3532
4.864868199918419,20.3532
4.909912300296128,20.3547
4.939839200116694,20.3547
4.984881000127643,20.354
5.0298485001549125,20.354
5.059841500129551,20.354
5.1048234002664685,20.3547
5.149910199921578,20.3547
5.179899599868804,20.3562
