Time,Position(um)
0.002417400013655424,-0.00427259132663961
1.0037646000273526,0.196539201025422
2.0047130002640188,0.396740623187964
3.0054512000642717,0.596942045350505
4.005794399883598,0.796533097323527
5.006244400050491,0.995513779107028
6.0068636001087725,1.19693594164861
7.007847200147808,1.39652699362163
8.008394800126553,1.59550767540513
9.00907179992646,1.79509872737816
10.009602500125766,1.99591051973022
11.010504700243473,-0.00427259132663961
12.011039200238883,0.197149571214942
13.011551999952644,0.396740623187964
14.012146700173616,0.596942045350505
15.012627100106329,0.796533097323527
16.01304029999301,0.995513779107028
17.01358490018174,1.19632557145909
18.01432570023462,1.39652699362163
19.015081100165844,1.59611804559465
20.015699999872595,1.79448835718864
21.01643930003047,1.99591051973022
