Time,Temperature(°C)
0.004827399738132954,23.7133
0.10989829991012812,23.7125
0.21469989977777004,23.7108
0.30468960013240576,23.7096
0.4097512001171708,23.7106
0.5147152999415994,23.7123
0.6197310001589358,23.7112
0.7096810000948608,23.7106
0.8147081998176873,23.7116
0.9197184997610748,23.7116
1.0097249001264572,23.7121
1.1146694999188185,23.7134
1.2197576998732984,23.7123
1.3097012997604907,23.7116
1.4147367998957634,23.7108
1.5197378997690976,23.7096
1.6096179001033306,23.7112
1.7147220000624657,23.7119
1.8198786000721157,23.711
1.9097814997658134,23.7117
2.0148557000793517,23.7116
2.119890999980271,23.711
2.224770199973136,23.7096
2.314839900005609,23.7104
2.4197923000901937,23.7131
2.524577399715781,23.7108
2.6147206998430192,23.7108
2.7196613997220993,23.7119
2.824776600115001,23.7106
2.914697799831629,23.7113
3.0197502998635173,23.7134
3.124753899872303,23.7129
3.2147141001187265,23.7113
3.3195619001053274,23.711
3.424712900072336,23.7117
3.5297616999596357,23.7125
3.6197870997712016,23.7119
3.724518499802798,23.7121
3.8298037997446954,23.7121
3.9198201997205615,23.7117
4.024683800060302,23.7117
4.1297041000798345,23.7121
4.219669099897146,23.7136
4.3246960998512805,23.7119
4.42958729993552,23.7108
4.519662799779326,23.711
4.624751999974251,23.7106
4.72952640010044,23.7119
4.834688500035554,23.7119
4.924747500102967,23.7112
5.029658699873835,23.711
5.134643899742514,23.7116
5.2246205997653306,23.7102
5.329648899845779,23.71
5.434713799972087,23.714
5.524593699723482,23.7136
5.629772999789566,23.7117
5.734494099859148,23.7104
5.82460690010339,23.7087
5.929626000113785,23.7106
6.03462229995057,23.7123
6.139609099831432,23.7123
6.229652899783105,23.7134
6.3346039997413754,23.7125
6.439680899959058,23.7106
6.529452099930495,23.7108
6.634580099955201,23.7119
6.739560300018638,23.7129
6.829643299803138,23.7117
6.934410399757326,23.7119
7.039626199752092,23.7123
7.129707799758762,23.7106
7.2346676997840405,23.7106
7.339657600037754,23.7127
7.429632899817079,23.7136
7.534654799848795,23.7116
7.639770099893212,23.7096
7.744392099790275,23.711
7.834539399947971,23.7121
7.939672499895096,23.7123
8.044513300061226,23.7129
8.13462910009548,23.7121
8.239548199810088,23.7116
