pos_index,position,sample_index,voltage
0,8.0001220740379,0,0.02651677
0,8.0001220740379,1,0.02641344
0,8.0001220740379,2,0.02581653
0,8.0001220740379,3,0.02540894
0,8.0001220740379,4,0.0257082
0,8.0001220740379,5,0.02522935
0,8.0001220740379,6,0.0253408
0,8.0001220740379,7,0.02564086
0,8.0001220740379,8,0.02572509
0,8.0001220740379,9,0.0258356
0,8.0001220740379,10,0.02550439
0,8.0001220740379,11,0.02560274
0,8.0001220740379,12,0.02568416
0,8.0001220740379,13,0.02551536
0,8.0001220740379,14,0.02546636
0,8.0001220740379,15,0.02530964
1,8.09961241492966,0,0.02511298
1,8.09961241492966,1,0.02500686
1,8.09961241492966,2,0.02520549
1,8.09961241492966,3,0.02528449
1,8.09961241492966,4,0.02467503
1,8.09961241492966,5,0.0249474
1,8.09961241492966,6,0.02555152
1,8.09961241492966,7,0.02557862
1,8.09961241492966,8,0.02494738
1,8.09961241492966,9,0.02518191
1,8.09961241492966,10,0.02527759
1,8.09961241492966,11,0.02525133
1,8.09961241492966,12,0.02538978
1,8.09961241492966,13,0.02516112
1,8.09961241492966,14,0.02498541
1,8.09961241492966,15,0.02513294
2,8.1991027558214,0,0.02538788
2,8.1991027558214,1,0.02512085
2,8.1991027558214,2,0.02510381
2,8.1991027558214,3,0.0252896
2,8.1991027558214,4,0.02589577
2,8.1991027558214,5,0.02540294
2,8.1991027558214,6,0.02545045
2,8.1991027558214,7,0.02572119
2,8.1991027558214,8,0.02556127
2,8.1991027558214,9,0.02573801
2,8.1991027558214,10,0.02524132
2,8.1991027558214,11,0.0254651
2,8.1991027558214,12,0.02515614
2,8.1991027558214,13,0.02543317
2,8.1991027558214,14,0.02538812
2,8.1991027558214,15,0.0252956
3,8.29798272652364,0,0.02533372
3,8.29798272652364,1,0.02563296
3,8.29798272652364,2,0.02558975
3,8.29798272652364,3,0.02562862
3,8.29798272652364,4,0.02573004
3,8.29798272652364,5,0.02543908
3,8.29798272652364,6,0.02560749
3,8.29798272652364,7,0.02572703
3,8.29798272652364,8,0.02551844
3,8.29798272652364,9,0.02569411
3,8.29798272652364,10,0.02544105
3,8.29798272652364,11,0.02539822
3,8.29798272652364,12,0.02580062
3,8.29798272652364,13,0.02536677
3,8.29798272652364,14,0.02543001
3,8.29798272652364,15,0.02532181
4,8.39808343760491,0,0.02541795
4,8.39808343760491,1,0.02558353
4,8.39808343760491,2,0.02551829
4,8.39808343760491,3,0.02557048
4,8.39808343760491,4,0.02544912
4,8.39808343760491,5,0.02505482
4,8.39808343760491,6,0.02527972
4,8.39808343760491,7,0.0254422
4,8.39808343760491,8,0.02554842
4,8.39808343760491,9,0.02552532
4,8.39808343760491,10,0.02553251
4,8.39808343760491,11,0.02585858
4,8.39808343760491,12,0.02543915
4,8.39808343760491,13,0.02541379
4,8.39808343760491,14,0.02573223
4,8.39808343760491,15,0.02618759
5,8.49757377849666,0,0.02517619
5,8.49757377849666,1,0.02521329
5,8.49757377849666,2,0.0251197
5,8.49757377849666,3,0.02509669
5,8.49757377849666,4,0.02558178
5,8.49757377849666,5,0.02526623
5,8.49757377849666,6,0.02533383
5,8.49757377849666,7,0.02514088
5,8.49757377849666,8,0.02503694
5,8.49757377849666,9,0.02497629
5,8.49757377849666,10,0.02530757
5,8.49757377849666,11,0.0249252
5,8.49757377849666,12,0.02467151
5,8.49757377849666,13,0.02532275
5,8.49757377849666,14,0.02555941
5,8.49757377849666,15,0.02588066
6,8.59889522995697,0,0.02508852
6,8.59889522995697,1,0.02500764
6,8.59889522995697,2,0.02512307
6,8.59889522995697,3,0.02478571
6,8.59889522995697,4,0.02457402
6,8.59889522995697,5,0.0248528
6,8.59889522995697,6,0.02515795
6,8.59889522995697,7,0.02449958
6,8.59889522995697,8,0.02404998
6,8.59889522995697,9,0.02462505
6,8.59889522995697,10,0.02487007
6,8.59889522995697,11,0.02458888
6,8.59889522995697,12,0.02461802
6,8.59889522995697,13,0.02480297
6,8.59889522995697,14,0.02470143
6,8.59889522995697,15,0.0249542
7,8.69960631122776,0,0.0243762
7,8.69960631122776,1,0.02405103
7,8.69960631122776,2,0.02365466
7,8.69960631122776,3,0.02438032
7,8.69960631122776,4,0.02412224
7,8.69960631122776,5,0.0241453
7,8.69960631122776,6,0.02422272
7,8.69960631122776,7,0.0242779
7,8.69960631122776,8,0.02418174
7,8.69960631122776,9,0.02404799
7,8.69960631122776,10,0.02437518
7,8.69960631122776,11,0.02426802
7,8.69960631122776,12,0.02456414
7,8.69960631122776,13,0.02446054
7,8.69960631122776,14,0.02378802
7,8.69960631122776,15,0.02406701
8,8.80031739249855,0,0.0242005
8,8.80031739249855,1,0.02373297
8,8.80031739249855,2,0.02411139
8,8.80031739249855,3,0.02407121
8,8.80031739249855,4,0.02423275
8,8.80031739249855,5,0.02412511
8,8.80031739249855,6,0.02410535
8,8.80031739249855,7,0.02424371
8,8.80031739249855,8,0.02464825
8,8.80031739249855,9,0.02394152
8,8.80031739249855,10,0.02430991
8,8.80031739249855,11,0.0244916
8,8.80031739249855,12,0.02411827
8,8.80031739249855,13,0.0242077
8,8.80031739249855,14,0.02432217
8,8.80031739249855,15,0.02401295
9,8.90041810357982,0,0.0241855
9,8.90041810357982,1,0.02397466
9,8.90041810357982,2,0.02382536
9,8.90041810357982,3,0.0243693
9,8.90041810357982,4,0.02462603
9,8.90041810357982,5,0.02460821
9,8.90041810357982,6,0.02417565
9,8.90041810357982,7,0.02382939
9,8.90041810357982,8,0.02344507
9,8.90041810357982,9,0.02362468
9,8.90041810357982,10,0.02390059
9,8.90041810357982,11,0.0241023
9,8.90041810357982,12,0.0245399
9,8.90041810357982,13,0.02405212
9,8.90041810357982,14,0.02404006
9,8.90041810357982,15,0.02386941
10,8.99990844447157,0,0.02352954
10,8.99990844447157,1,0.02385128
10,8.99990844447157,2,0.02392681
10,8.99990844447157,3,0.02401488
10,8.99990844447157,4,0.02401494
10,8.99990844447157,5,0.02362353
10,8.99990844447157,6,0.02370178
10,8.99990844447157,7,0.02408914
10,8.99990844447157,8,0.02397382
10,8.99990844447157,9,0.02365757
10,8.99990844447157,10,0.02401997
10,8.99990844447157,11,0.02405131
10,8.99990844447157,12,0.02424656
10,8.99990844447157,13,0.02386645
10,8.99990844447157,14,0.02435911
10,8.99990844447157,15,0.02428974
11,9.09939878536332,0,0.02394474
11,9.09939878536332,1,0.02363945
11,9.09939878536332,2,0.02375104
11,9.09939878536332,3,0.0231578
11,9.09939878536332,4,0.02331063
11,9.09939878536332,5,0.02409623
11,9.09939878536332,6,0.02361453
11,9.09939878536332,7,0.02342066
11,9.09939878536332,8,0.02374736
11,9.09939878536332,9,0.02366063
11,9.09939878536332,10,0.02393949
11,9.09939878536332,11,0.023716
11,9.09939878536332,12,0.02341877
11,9.09939878536332,13,0.02372262
11,9.09939878536332,14,0.02350933
11,9.09939878536332,15,0.02346706
12,9.20010986663411,0,0.02271236
12,9.20010986663411,1,0.02246569
12,9.20010986663411,2,0.02310594
12,9.20010986663411,3,0.02297835
12,9.20010986663411,4,0.02320104
12,9.20010986663411,5,0.02273227
12,9.20010986663411,6,0.02281552
12,9.20010986663411,7,0.02299415
12,9.20010986663411,8,0.02329535
12,9.20010986663411,9,0.02328054
12,9.20010986663411,10,0.02305887
12,9.20010986663411,11,0.02313419
12,9.20010986663411,12,0.02307465
12,9.20010986663411,13,0.02304666
12,9.20010986663411,14,0.0233938
12,9.20010986663411,15,0.02358952
13,9.3008209479049,0,0.02267481
13,9.3008209479049,1,0.022967
13,9.3008209479049,2,0.02299638
13,9.3008209479049,3,0.02279854
13,9.3008209479049,4,0.02282082
13,9.3008209479049,5,0.02323613
13,9.3008209479049,6,0.02353561
13,9.3008209479049,7,0.02315908
13,9.3008209479049,8,0.02288485
13,9.3008209479049,9,0.02329643
13,9.3008209479049,10,0.02334875
13,9.3008209479049,11,0.02358828
13,9.3008209479049,12,0.02363273
13,9.3008209479049,13,0.02346909
13,9.3008209479049,14,0.02331353
13,9.3008209479049,15,0.02414221
14,9.40214239936521,0,0.02310588
14,9.40214239936521,1,0.02294707
14,9.40214239936521,2,0.0229992
14,9.40214239936521,3,0.02312172
14,9.40214239936521,4,0.02337987
14,9.40214239936521,5,0.02345821
14,9.40214239936521,6,0.0234028
14,9.40214239936521,7,0.0234438
14,9.40214239936521,8,0.0232705
14,9.40214239936521,9,0.02332756
14,9.40214239936521,10,0.02308439
14,9.40214239936521,11,0.02304234
14,9.40214239936521,12,0.0232833
14,9.40214239936521,13,0.02341299
14,9.40214239936521,14,0.02310779
14,9.40214239936521,15,0.02347678
15,9.50285348063601,0,0.02282557
15,9.50285348063601,1,0.02275767
15,9.50285348063601,2,0.0227103
15,9.50285348063601,3,0.02241903
15,9.50285348063601,4,0.02347402
15,9.50285348063601,5,0.02276859
15,9.50285348063601,6,0.0227885
15,9.50285348063601,7,0.02280858
15,9.50285348063601,8,0.02314897
15,9.50285348063601,9,0.02330838
15,9.50285348063601,10,0.02259476
15,9.50285348063601,11,0.02291791
15,9.50285348063601,12,0.02304466
15,9.50285348063601,13,0.02287815
15,9.50285348063601,14,0.02349493
15,9.50285348063601,15,0.0230865
16,9.6035645619068,0,0.02323014
16,9.6035645619068,1,0.02278354
16,9.6035645619068,2,0.02269515
16,9.6035645619068,3,0.02289798
16,9.6035645619068,4,0.02284268
16,9.6035645619068,5,0.02282093
16,9.6035645619068,6,0.02254263
16,9.6035645619068,7,0.022639
16,9.6035645619068,8,0.02262914
16,9.6035645619068,9,0.02271218
16,9.6035645619068,10,0.02281651
16,9.6035645619068,11,0.02254555
16,9.6035645619068,12,0.02272847
16,9.6035645619068,13,0.02277154
16,9.6035645619068,14,0.02257474
16,9.6035645619068,15,0.02237914
17,9.70488601336711,0,0.02257179
17,9.70488601336711,1,0.02255751
17,9.70488601336711,2,0.02240415
17,9.70488601336711,3,0.02242416
17,9.70488601336711,4,0.02263295
17,9.70488601336711,5,0.02250175
17,9.70488601336711,6,0.02229274
17,9.70488601336711,7,0.02266401
17,9.70488601336711,8,0.0229813
17,9.70488601336711,9,0.0226047
17,9.70488601336711,10,0.02263498
17,9.70488601336711,11,0.022096
17,9.70488601336711,12,0.02255866
17,9.70488601336711,13,0.02250358
17,9.70488601336711,14,0.02248038
17,9.70488601336711,15,0.02229908
18,9.80437635425886,0,0.02260591
18,9.80437635425886,1,0.02269319
18,9.80437635425886,2,0.02299543
18,9.80437635425886,3,0.02253377
18,9.80437635425886,4,0.02267922
18,9.80437635425886,5,0.02261501
18,9.80437635425886,6,0.02253655
18,9.80437635425886,7,0.02233998
18,9.80437635425886,8,0.02222455
18,9.80437635425886,9,0.02233599
18,9.80437635425886,10,0.02240935
18,9.80437635425886,11,0.02281564
18,9.80437635425886,12,0.02260878
18,9.80437635425886,13,0.02227268
18,9.80437635425886,14,0.0223952
18,9.80437635425886,15,0.02293617
19,9.90447706534013,0,0.02235592
19,9.90447706534013,1,0.02219857
19,9.90447706534013,2,0.02183424
19,9.90447706534013,3,0.02163758
19,9.90447706534013,4,0.0216956
19,9.90447706534013,5,0.02201379
19,9.90447706534013,6,0.02203283
19,9.90447706534013,7,0.02184431
19,9.90447706534013,8,0.0219246
19,9.90447706534013,9,0.0219766
19,9.90447706534013,10,0.02257559
19,9.90447706534013,11,0.0222748
19,9.90447706534013,12,0.0222145
19,9.90447706534013,13,0.02226875
19,9.90447706534013,14,0.02242924
19,9.90447706534013,15,0.02206807
20,10.0045777764214,0,0.02213722
20,10.0045777764214,1,0.02163233
20,10.0045777764214,2,0.02205275
20,10.0045777764214,3,0.02260084
20,10.0045777764214,4,0.02218051
20,10.0045777764214,5,0.02193361
20,10.0045777764214,6,0.02205797
20,10.0045777764214,7,0.02193343
20,10.0045777764214,8,0.02238602
20,10.0045777764214,9,0.02204107
20,10.0045777764214,10,0.02191848
20,10.0045777764214,11,0.02194654
20,10.0045777764214,12,0.02204086
20,10.0045777764214,13,0.02178685
20,10.0045777764214,14,0.0221081
20,10.0045777764214,15,0.0224503
21,10.1034577471236,0,0.02185309
21,10.1034577471236,1,0.02151012
21,10.1034577471236,2,0.02125407
21,10.1034577471236,3,0.02155218
21,10.1034577471236,4,0.02164931
21,10.1034577471236,5,0.02165953
21,10.1034577471236,6,0.02113163
21,10.1034577471236,7,0.02169455
21,10.1034577471236,8,0.02135261
21,10.1034577471236,9,0.02150779
21,10.1034577471236,10,0.02159234
21,10.1034577471236,11,0.02191328
21,10.1034577471236,12,0.02151404
21,10.1034577471236,13,0.02210597
21,10.1034577471236,14,0.021824
21,10.1034577471236,15,0.02202783
22,10.2041688283944,0,0.02198461
22,10.2041688283944,1,0.02219038
22,10.2041688283944,2,0.02194456
22,10.2041688283944,3,0.02188334
22,10.2041688283944,4,0.02197067
22,10.2041688283944,5,0.02240323
22,10.2041688283944,6,0.0219365
22,10.2041688283944,7,0.02235902
22,10.2041688283944,8,0.02253048
22,10.2041688283944,9,0.02170071
22,10.2041688283944,10,0.02221646
22,10.2041688283944,11,0.02207395
22,10.2041688283944,12,0.02185014
22,10.2041688283944,13,0.02201872
22,10.2041688283944,14,0.02178299
22,10.2041688283944,15,0.02207102
23,10.3006073183386,0,0.02157713
23,10.3006073183386,1,0.02171762
23,10.3006073183386,2,0.02144261
23,10.3006073183386,3,0.02147799
23,10.3006073183386,4,0.0217649
23,10.3006073183386,5,0.02154
23,10.3006073183386,6,0.02154617
23,10.3006073183386,7,0.02185552
23,10.3006073183386,8,0.02177479
23,10.3006073183386,9,0.02191644
23,10.3006073183386,10,0.02183106
23,10.3006073183386,11,0.02177368
23,10.3006073183386,12,0.02156916
23,10.3006073183386,13,0.02161533
23,10.3006073183386,14,0.02177175
23,10.3006073183386,15,0.02189734
24,10.3970458082827,0,0.02223773
24,10.3970458082827,1,0.02195762
24,10.3970458082827,2,0.022075
24,10.3970458082827,3,0.02210192
24,10.3970458082827,4,0.02214829
24,10.3970458082827,5,0.02249327
24,10.3970458082827,6,0.02245545
24,10.3970458082827,7,0.02151982
24,10.3970458082827,8,0.02219236
24,10.3970458082827,9,0.02194464
24,10.3970458082827,10,0.02244626
24,10.3970458082827,11,0.02204089
24,10.3970458082827,12,0.02229257
24,10.3970458082827,13,0.02179993
24,10.3970458082827,14,0.02187815
24,10.3970458082827,15,0.02195372
25,10.497146519364,0,0.02174072
25,10.497146519364,1,0.02200186
25,10.497146519364,2,0.02191651
25,10.497146519364,3,0.0213886
25,10.497146519364,4,0.02133111
25,10.497146519364,5,0.02144482
25,10.497146519364,6,0.02129019
25,10.497146519364,7,0.02113473
25,10.497146519364,8,0.0214978
